customer_id,first_name,last_name,gender,birth_date,age,age_group,email,phone,address_id,preferences
2513,Jennifer,Pruitt,Female,1994-07-09,32,26-35,jennifer.pruitt@gmail.com,+1-583-525-7213x596,1418,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2514,Patrick,Barton,Male,1984-08-02,42,36-50,patrick.barton@gmail.com,936-497-5001,3372,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
2515,Mark,Wright,Male,1993-07-24,33,26-35,mark.wright@gmail.com,+1-782-308-2469x481,1020,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2516,Marcus,Deleon,Male,1984-12-18,42,36-50,marcus.deleon@hotmail.com,(544)208-8763x548,4921,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2517,Jessica,Hahn,Female,1962-09-05,64,51-65,jessica.hahn@gmail.com,480.329.8621,3817,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2518,Danny,Morales,Male,1998-02-16,28,26-35,danny.morales@hotmail.com,001-418-948-8998x501,4623,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
2519,Kristine,Warren,Female,1980-08-17,46,36-50,kristine.warren@gmail.com,001-402-372-7426x73039,4309,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
2520,Carol,Medina,Female,1988-09-11,38,36-50,carol.medina@hotmail.com,510-231-0547,4816,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2521,William,Rice,Male,2002-09-12,24,18-25,william.rice@gmail.com,931-439-8690x46757,3540,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
2522,Rachel,Young,Female,1981-04-02,45,36-50,rachel.young@yahoo.com,+1-223-839-6512x58158,2667,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
2523,Ashley,Porter,Female,1993-11-19,33,26-35,ashley.porter@gmail.com,001-264-752-2639,3833,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2524,Sandra,Schmidt,Female,1981-08-11,45,36-50,sandra.schmidt@hotmail.com,704-217-8163x507,5432,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
2525,Kathleen,Hamilton,Female,2001-06-17,25,18-25,kathleen.hamilton@hotmail.com,959-578-4697x1378,4465,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
2526,Donna,Woodward,Female,2001-07-12,25,18-25,donna.woodward@yahoo.com,798-263-9027x96002,1589,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': True}"
2527,Teresa,Welch,Female,1999-12-04,27,26-35,teresa.welch@gmail.com,770-973-2644x5667,1543,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
2528,Desiree,Dunlap,Female,1999-07-16,27,26-35,desiree.dunlap@gmail.com,(705)408-5864x596,1554,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
2529,Luis,Bridges,Male,1999-07-13,27,26-35,luis.bridges@yahoo.com,628.684.5372,3728,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
2530,Daniel,Beasley,Male,1994-10-26,32,26-35,daniel.beasley@yahoo.com,749-228-5298x9035,5440,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2531,Kimberly,Barajas,Female,2000-04-30,26,18-25,kimberly.barajas@yahoo.com,415.546.4666,4635,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
2532,Sarah,Ford,Female,1987-06-19,39,36-50,sarah.ford@gmail.com,(873)437-0224x09414,3605,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
2533,Jamie,Huffman,Female,1974-06-06,52,51-65,jamie.huffman@gmail.com,(670)318-0139x71978,550,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
2534,William,Nielsen,Male,2005-04-25,21,18-25,william.nielsen@yahoo.com,+1-440-604-0828x77478,3529,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
2535,Christine,Robertson,Female,1983-02-23,43,36-50,christine.robertson@yahoo.com,+1-704-743-0196x29753,1008,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
2536,Daniel,Reese,Male,1995-09-10,31,26-35,daniel.reese@yahoo.com,373-737-8576x038,1102,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
2537,Bryan,Carr,Male,1982-11-30,44,36-50,bryan.carr@hotmail.com,630.376.1791x55013,544,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2538,Meredith,Watson,Female,1993-02-24,33,26-35,meredith.watson@yahoo.com,222-335-9224x8707,1298,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2539,Becky,Richards,Female,1987-10-20,39,36-50,becky.richards@yahoo.com,+1-532-752-7881x289,2277,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2540,Adam,Cook,Male,2007-11-21,19,18-25,adam.cook@gmail.com,571-386-9537,2035,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': True}"
2541,Heather,Fernandez,Female,2006-09-23,20,18-25,heather.fernandez@gmail.com,2245131725,2012,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': True}"
2542,Andrew,Nichols,Male,1993-09-20,33,26-35,andrew.nichols@gmail.com,(611)555-5484,4172,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
2543,Cynthia,Hernandez,Female,1995-08-01,31,26-35,cynthia.hernandez@gmail.com,805.926.1229x57777,3225,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2544,Jeffery,Singleton,Male,1968-08-15,58,51-65,jeffery.singleton@gmail.com,+1-565-858-7111,2484,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
2545,Marissa,Ford,Female,2008-08-23,18,18-25,marissa.ford@yahoo.com,920.871.7135,3054,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': True}"
2546,Meagan,Moore,Female,1995-01-03,31,26-35,meagan.moore@hotmail.com,(288)887-1068x140,3480,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
2547,Kimberly,Garcia,Female,1993-12-03,33,26-35,kimberly.garcia@gmail.com,(311)437-4952x143,2279,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2548,Tracey,Benton,Female,1973-01-22,53,51-65,tracey.benton@hotmail.com,254-693-5907x539,2045,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
2549,Kevin,Spencer,Male,1986-12-22,40,36-50,kevin.spencer@gmail.com,(946)214-4598,2570,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2550,Joyce,Bean,Female,2007-05-15,19,18-25,joyce.bean@hotmail.com,(849)246-4376x118,3395,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
2551,Zoe,George,Female,1986-01-16,40,36-50,zoe.george@yahoo.com,+1-486-997-0295x50157,5300,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2552,Tara,Carpenter,Female,1997-08-20,29,26-35,tara.carpenter@yahoo.com,7797663049,3108,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
2553,Haley,King,Female,2001-04-05,25,18-25,haley.king@yahoo.com,+1-455-782-5582x033,727,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
2554,Zachary,Erickson,Male,1995-04-04,31,26-35,zachary.erickson@yahoo.com,+1-968-976-6079x0922,2985,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2555,Cory,Cross,Male,2002-10-27,24,18-25,cory.cross@yahoo.com,001-677-946-9931x5414,2715,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': True}"
2556,Amy,Massey,Female,1999-11-07,27,26-35,amy.massey@hotmail.com,240-790-2569,1089,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
2557,Joshua,Johnston,Male,2007-04-25,19,18-25,joshua.johnston@yahoo.com,001-323-853-0136x7886,903,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
2558,Katrina,Sanchez,Female,1944-02-10,82,65+,katrina.sanchez@gmail.com,750-433-7654,602,"{'preferred_categories': {'Groceries': 5, 'Books': 5, 'Home & Kitchen': 4, 'Beauty & Health': 2}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
2559,Barbara,Kim,Female,1983-10-20,43,36-50,barbara.kim@gmail.com,(528)209-2490x1816,3832,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2560,Matthew,Gonzalez,Male,1999-02-16,27,26-35,matthew.gonzalez@hotmail.com,+1-801-210-1782x306,449,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
2561,Amber,Thomas,Female,1981-10-31,45,36-50,amber.thomas@hotmail.com,994-206-3376,708,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
2562,Michele,Donaldson,Female,1985-11-16,41,36-50,michele.donaldson@gmail.com,(583)384-3280,728,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2563,Christopher,Jones,Male,2006-03-14,20,18-25,christopher.jones@hotmail.com,+1-688-983-0122,4787,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
2564,Sara,Gallagher,Female,1968-10-10,58,51-65,sara.gallagher@yahoo.com,(807)461-3337x10785,4312,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2565,Ebony,Sanchez,Female,1982-09-24,44,36-50,ebony.sanchez@hotmail.com,+1-955-209-8873x58413,3717,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
2566,Amy,Graham,Female,1946-04-15,80,65+,amy.graham@hotmail.com,001-392-399-9205x19885,1341,"{'preferred_categories': {'Groceries': 5, 'Books': 5, 'Home & Kitchen': 4, 'Beauty & Health': 2}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': True}"
2567,David,Stephens,Male,1995-08-16,31,26-35,david.stephens@hotmail.com,788-385-4496,1548,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': True}"
2568,Melissa,Silva,Female,1990-12-12,36,36-50,melissa.silva@yahoo.com,620-724-5679x8448,3317,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2569,Shane,Proctor,Male,1965-10-19,61,51-65,shane.proctor@yahoo.com,001-293-260-8595x016,1834,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
2570,Jeffrey,Carter,Male,1987-11-13,39,36-50,jeffrey.carter@gmail.com,(262)433-4777x4776,5358,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2571,Jean,Foster,Female,1987-02-08,39,36-50,jean.foster@yahoo.com,943.900.3292,2992,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2572,Lauren,Wise,Female,2003-05-23,23,18-25,lauren.wise@gmail.com,554.579.7910,3719,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2573,Margaret,Collier,Female,1981-06-13,45,36-50,margaret.collier@gmail.com,236.373.8721x52627,2916,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
2574,Arthur,Moreno,Male,2000-04-05,26,26-35,arthur.moreno@gmail.com,+1-293-665-8890x022,1702,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
2575,Krista,Young,Female,1999-06-24,27,26-35,krista.young@yahoo.com,724-701-2055,1960,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
2576,Jennifer,Matthews,Female,1988-03-22,38,36-50,jennifer.matthews@gmail.com,+1-569-835-3591,4607,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2577,Jeffrey,Wells,Male,1994-12-30,32,26-35,jeffrey.wells@yahoo.com,(456)577-0666,1422,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2578,Matthew,Goodman,Male,2005-11-17,21,18-25,matthew.goodman@gmail.com,398.784.1987,1591,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2579,Craig,Pierce,Male,1986-01-23,40,36-50,craig.pierce@yahoo.com,265-759-5826,3123,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
2580,Amber,Hanson,Female,1961-08-23,65,51-65,amber.hanson@hotmail.com,001-427-980-1679x7125,3764,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': True, 'vip': False}"
2581,Kimberly,Young,Female,1980-07-01,46,36-50,kimberly.young@hotmail.com,001-493-691-2833,1099,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2582,Tony,Brown,Male,2001-05-21,25,18-25,tony.brown@yahoo.com,+1-873-700-1498,3785,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': True, 'vip': False}"
2583,Joe,Curry,Male,1994-02-22,32,26-35,joe.curry@hotmail.com,(221)444-4829,1442,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2584,Stephanie,Johnson,Female,1990-04-03,36,36-50,stephanie.johnson@yahoo.com,(831)424-7685,4952,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
2585,Joseph,Palmer,Male,1970-04-21,56,51-65,joseph.palmer@yahoo.com,001-584-450-9979x933,3645,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2586,Catherine,Torres,Female,1990-07-12,36,26-35,catherine.torres@yahoo.com,419.262.1408,1493,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2587,Kimberly,Charles,Female,1995-12-26,31,26-35,kimberly.charles@gmail.com,+1-736-952-4250,621,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2588,Bridget,Callahan,Female,1960-11-15,66,51-65,bridget.callahan@hotmail.com,001-575-473-6786x992,3574,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
2589,Aaron,Dawson,Male,2004-02-06,22,18-25,aaron.dawson@yahoo.com,539-452-1701,3306,"{'preferred_categories': {'Electronics': 5, 'Clothing': 4, 'Sports': 4, 'Shoes': 3}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2590,Amy,Wilson,Female,1985-12-02,41,36-50,amy.wilson@gmail.com,001-721-671-5232x789,4319,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2591,Susan,Bishop,Female,1963-05-01,63,51-65,susan.bishop@gmail.com,4417089743,961,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': False, 'brand_loyalty': False}, 'newsletter': False, 'vip': False}"
2592,Ashley,Robertson,Female,1983-12-11,43,36-50,ashley.robertson@gmail.com,(321)884-9997,447,"{'preferred_categories': {'Toys & Games': 5, 'Electronics': 4, 'Books': 4, 'Automotive': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
2593,Christina,Mahoney,Female,1997-02-18,29,26-35,christina.mahoney@hotmail.com,+1-305-787-5266x59515,3461,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': False, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
2594,Ana,Larson,Female,1969-05-15,57,51-65,ana.larson@yahoo.com,001-547-833-6226x813,1263,"{'preferred_categories': {'Books': 5, 'Groceries': 5, 'Automotive': 5, 'Furniture': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': True, 'vip': True}"
2595,Kristin,Liu,Female,2000-10-16,26,26-35,kristin.liu@hotmail.com,7237593884,2993,"{'preferred_categories': {'Electronics': 5, 'Toys & Games': 4, 'Clothing': 4, 'Shoes': 4}, 'shopping_habits': {'discount_hunter': True, 'online_shopper': True, 'brand_loyalty': True}, 'newsletter': False, 'vip': False}"
